,element,position,multiplier,is_captain,is_vice_captain
0,113,1,1,False,False
1,369,2,1,False,False
2,5,3,1,False,False
3,313,4,1,False,False
4,19,5,1,False,False
5,412,6,1,False,False
6,353,7,1,False,False
7,509,8,1,False,False
8,355,9,3,True,False
9,293,10,1,False,True
10,60,11,1,False,False
11,28,12,0,False,False
12,362,13,0,False,False
13,32,14,0,False,False
14,203,15,0,False,False
15,113,1,1,False,False
16,5,2,1,False,False
17,313,3,1,False,False
18,369,4,1,False,False
19,294,5,1,False,False
20,509,6,1,False,False
21,19,7,1,False,False
22,353,8,1,False,True
23,293,9,1,False,False
24,355,10,3,True,False
25,85,11,1,False,False
26,28,12,0,False,False
27,131,13,0,False,False
28,362,14,0,False,False
29,150,15,0,False,False
30,113,1,1,False,False
31,321,2,1,False,False
32,313,3,1,False,False
33,5,4,1,False,False
34,369,5,1,False,False
35,509,6,1,False,False
36,19,7,1,False,False
37,353,8,1,False,False
38,293,9,1,False,True
39,355,10,3,True,False
40,60,11,1,False,False
41,524,12,0,False,False
42,43,13,0,False,False
43,362,14,0,False,False
44,405,15,0,False,False
45,113,1,1,False,False
46,5,2,1,False,False
47,313,3,1,False,False
48,307,4,1,False,False
49,369,5,1,False,False
50,509,6,1,False,False
51,19,7,1,False,False
52,353,8,1,False,False
53,293,9,1,False,True
54,355,10,3,True,False
55,60,11,1,False,False
56,275,12,0,False,False
57,43,13,0,False,False
58,362,14,0,False,False
59,584,15,0,False,False
60,113,1,1,False,False
61,369,2,1,False,False
62,5,3,1,False,False
63,307,4,1,False,False
64,19,5,1,False,False
65,294,6,1,False,False
66,382,7,1,False,False
67,353,8,1,False,False
68,60,9,1,False,False
69,355,10,3,True,False
70,293,11,1,False,True
71,275,12,0,False,False
72,362,13,0,False,False
73,407,14,0,False,False
74,48,15,0,False,False
75,113,1,1,False,False
76,369,2,1,False,False
77,350,3,1,False,False
78,757,4,1,False,False
79,373,5,1,False,False
80,19,6,1,False,False
81,509,7,1,False,False
82,304,8,1,False,True
83,355,9,3,True,False
84,60,10,1,False,False
85,85,11,1,False,False
86,524,12,0,False,False
87,5,13,0,False,False
88,362,14,0,False,False
89,407,15,0,False,False
90,275,1,1,False,False
91,5,2,1,False,False
92,245,3,1,False,False
93,430,4,1,False,False
94,412,5,1,False,False
95,362,6,1,False,False
96,19,7,1,False,False
97,353,8,1,False,True
98,85,9,1,False,False
99,355,10,2,True,False
100,60,11,1,False,False
101,145,12,0,False,False
102,36,13,0,False,False
103,557,14,0,False,False
104,519,15,0,False,False
105,263,1,1,False,False
106,20,2,1,False,False
107,757,3,1,False,False
108,369,4,1,False,False
109,19,5,1,False,False
110,509,6,1,False,False
111,294,7,1,False,False
112,134,8,1,False,False
113,353,9,1,False,True
114,60,10,1,False,False
115,355,11,3,True,False
116,409,12,0,False,False
117,85,13,0,False,False
118,32,14,0,False,False
119,506,15,0,False,False
120,409,1,1,False,False
121,32,2,1,False,False
122,342,3,1,False,False
123,5,4,1,False,False
124,353,5,1,False,True
125,294,6,1,False,False
126,19,7,1,False,False
127,362,8,1,False,False
128,60,9,1,False,False
129,85,10,1,False,False
130,355,11,3,True,False
131,524,12,0,False,False
132,298,13,0,False,False
133,197,14,0,False,False
134,403,15,0,False,False
135,275,1,1,False,False
136,5,2,1,False,False
137,313,3,1,False,False
138,369,4,1,False,False
139,373,5,1,False,False
140,353,6,1,False,True
141,134,7,1,False,False
142,19,8,1,False,False
143,293,9,1,False,False
144,355,10,3,True,False
145,60,11,1,False,False
146,524,12,0,False,False
147,321,13,0,False,False
148,506,14,0,False,False
149,43,15,0,False,False
150,352,1,1,False,False
151,5,2,1,False,False
152,20,3,1,False,False
153,313,4,1,False,False
154,134,5,1,False,False
155,353,6,1,False,True
156,19,7,1,False,False
157,294,8,1,False,False
158,85,9,1,False,False
159,355,10,3,True,False
160,60,11,1,False,False
161,524,12,0,False,False
162,131,13,0,False,False
163,362,14,0,False,False
164,48,15,0,False,False
165,524,1,1,False,False
166,369,2,1,False,False
167,131,3,1,False,False
168,5,4,1,False,False
169,303,5,1,False,True
170,412,6,1,False,False
171,19,7,1,False,False
172,349,8,1,False,False
173,60,9,1,False,False
174,85,10,1,False,False
175,355,11,2,True,False
176,291,12,0,False,False
177,362,13,0,False,False
178,36,14,0,False,False
179,407,15,0,False,False
180,524,1,1,False,False
181,5,2,1,False,False
182,342,3,1,False,False
183,321,4,1,False,False
184,19,5,1,False,False
185,353,6,1,False,False
186,294,7,1,False,True
187,412,8,1,False,False
188,60,9,1,False,False
189,355,10,3,True,False
190,85,11,1,False,False
191,409,12,0,False,False
192,362,13,0,False,False
193,506,14,0,False,False
194,48,15,0,False,False
195,524,1,1,False,False
196,369,2,1,False,False
197,5,3,1,False,False
198,313,4,1,False,False
199,353,5,1,False,True
200,509,6,1,False,False
201,19,7,1,False,False
202,303,8,1,False,False
203,355,9,3,True,False
204,60,10,1,False,False
205,85,11,1,False,False
206,116,12,0,False,False
207,20,13,0,False,False
208,362,14,0,False,False
209,178,15,0,False,False
210,524,1,1,False,False
211,407,2,1,False,False
212,369,3,1,False,False
213,430,4,1,False,False
214,294,5,1,False,True
215,19,6,1,False,False
216,353,7,1,False,False
217,303,8,1,False,False
218,293,9,1,False,False
219,60,10,1,False,False
220,355,11,3,True,False
221,409,12,0,False,False
222,362,13,0,False,False
223,506,14,0,False,False
224,41,15,0,False,False
225,614,1,1,False,False
226,5,2,1,False,False
227,369,3,1,False,False
228,20,4,1,False,False
229,304,5,1,False,False
230,509,6,1,False,False
231,19,7,1,False,False
232,353,8,1,False,True
233,85,9,1,False,False
234,355,10,3,True,False
235,60,11,1,False,False
236,596,12,0,False,False
237,430,13,0,False,False
238,362,14,0,False,False
239,32,15,0,False,False
240,263,1,1,False,False
241,342,2,1,False,False
242,407,3,1,False,False
243,5,4,1,False,False
244,353,5,1,False,True
245,19,6,1,False,False
246,303,7,1,False,False
247,509,8,1,False,False
248,85,9,1,False,False
249,293,10,1,False,False
250,355,11,3,True,False
251,409,12,0,False,False
252,43,13,0,False,False
253,506,14,0,False,False
254,48,15,0,False,False
255,352,1,1,False,False
256,307,2,1,False,False
257,5,3,1,False,False
258,313,4,1,False,False
259,353,5,1,False,False
260,382,6,1,False,False
261,509,7,1,False,False
262,19,8,1,False,False
263,60,9,1,False,False
264,293,10,1,False,True
265,355,11,3,True,False
266,524,12,0,False,False
267,362,13,0,False,False
268,31,14,0,False,False
269,178,15,0,False,False
270,113,1,1,False,False
271,313,2,1,False,False
272,5,3,1,False,False
273,369,4,1,False,False
274,294,5,1,False,False
275,19,6,1,False,False
276,509,7,1,False,False
277,353,8,1,False,False
278,85,9,1,False,False
279,355,10,3,True,False
280,293,11,1,False,True
281,28,12,0,False,False
282,362,13,0,False,False
283,203,14,0,False,False
284,506,15,0,False,False
285,113,1,1,False,False
286,307,2,1,False,False
287,369,3,1,False,False
288,5,4,1,False,False
289,313,5,1,False,False
290,19,6,1,False,False
291,353,7,1,False,True
292,509,8,1,False,False
293,85,9,1,False,False
294,60,10,1,False,False
295,355,11,3,True,False
296,275,12,0,False,False
297,43,13,0,False,False
298,362,14,0,False,False
299,473,15,0,False,False
300,614,1,1,False,False
301,369,2,1,False,False
302,307,3,1,False,False
303,5,4,1,False,False
304,19,5,1,False,False
305,353,6,1,False,False
306,509,7,1,False,False
307,303,8,1,False,True
308,85,9,1,False,False
309,355,10,3,True,False
310,60,11,1,False,False
311,524,12,0,False,False
312,20,13,0,False,False
313,267,14,0,False,False
314,602,15,0,False,False
315,101,1,1,False,False
316,313,2,1,False,False
317,342,3,1,False,False
318,321,4,1,False,False
319,308,5,1,False,False
320,349,6,1,False,True
321,143,7,1,False,False
322,412,8,1,False,False
323,117,9,1,False,False
324,355,10,2,True,False
325,293,11,1,False,False
326,116,12,0,False,False
327,635,13,0,False,False
328,316,14,0,False,False
329,37,15,0,False,False
330,524,1,1,False,False
331,313,2,1,False,False
332,342,3,1,False,False
333,5,4,1,False,False
334,382,5,1,False,False
335,353,6,1,False,False
336,19,7,1,False,False
337,294,8,1,False,True
338,509,9,1,False,False
339,60,10,1,False,False
340,355,11,3,True,False
341,148,12,0,False,False
342,430,13,0,False,False
343,131,14,0,False,False
344,135,15,0,False,False
345,101,1,1,False,False
346,313,2,1,False,False
347,5,3,1,False,False
348,369,4,1,False,False
349,303,5,1,False,True
350,19,6,1,False,False
351,509,7,1,False,False
352,353,8,1,False,False
353,85,9,1,False,False
354,60,10,1,False,False
355,355,11,3,True,False
356,77,12,0,False,False
357,131,13,0,False,False
358,362,14,0,False,False
359,506,15,0,False,False
360,113,1,1,False,False
361,369,2,1,False,False
362,5,3,1,False,False
363,131,4,1,False,False
364,353,5,1,False,True
365,19,6,1,False,False
366,509,7,1,False,False
367,412,8,1,False,False
368,117,9,1,False,False
369,355,10,3,True,False
370,60,11,1,False,False
371,409,12,0,False,False
372,362,13,0,False,False
373,48,14,0,False,False
374,506,15,0,False,False
375,113,1,1,False,False
376,5,2,1,False,False
377,307,3,1,False,False
378,321,4,1,False,False
379,369,5,1,False,False
380,353,6,1,False,True
381,19,7,1,False,False
382,509,8,1,False,False
383,85,9,1,False,False
384,355,10,3,True,False
385,60,11,1,False,False
386,28,12,0,False,False
387,32,13,0,False,False
388,362,14,0,False,False
389,226,15,0,False,False
390,409,1,1,False,False
391,313,2,1,False,False
392,5,3,1,False,False
393,369,4,1,False,False
394,353,5,1,False,False
395,526,6,1,False,False
396,19,7,1,False,False
397,412,8,1,False,False
398,60,9,1,False,False
399,355,10,3,True,False
400,293,11,1,False,True
401,524,12,0,False,False
402,362,13,0,False,False
403,506,14,0,False,False
404,178,15,0,False,False
405,49,1,1,False,False
406,5,2,1,False,False
407,313,3,1,False,False
408,350,4,1,False,False
409,294,5,1,False,False
410,353,6,1,False,False
411,509,7,1,False,False
412,19,8,1,False,False
413,355,9,3,True,False
414,85,10,1,False,False
415,293,11,1,False,True
416,524,12,0,False,False
417,382,13,0,False,False
418,427,14,0,False,False
419,31,15,0,False,False
420,524,1,1,False,False
421,131,2,1,False,False
422,20,3,1,False,False
423,369,4,1,False,False
424,509,5,1,False,False
425,43,6,1,False,False
426,19,7,1,False,False
427,308,8,1,False,True
428,353,9,1,False,False
429,60,10,1,False,False
430,355,11,2,True,False
431,275,12,0,False,False
432,283,13,0,False,False
433,33,14,0,False,False
434,506,15,0,False,False
435,301,1,1,False,False
436,5,2,1,False,False
437,313,3,1,False,False
438,341,4,1,False,False
439,412,5,1,False,False
440,294,6,1,False,True
441,19,7,1,False,False
442,509,8,1,False,False
443,343,9,1,False,False
444,355,10,3,True,False
445,60,11,1,False,False
446,49,12,0,False,False
447,43,13,0,False,False
448,131,14,0,False,False
449,506,15,0,False,False
450,49,1,1,False,False
451,313,2,1,False,False
452,131,3,1,False,False
453,369,4,1,False,False
454,19,5,1,False,False
455,294,6,1,False,False
456,353,7,1,False,True
457,303,8,1,False,False
458,509,9,1,False,False
459,355,10,3,True,False
460,60,11,1,False,False
461,524,12,0,False,False
462,506,13,0,False,False
463,193,14,0,False,False
464,532,15,0,False,False
465,352,1,1,False,False
466,321,2,1,False,False
467,5,3,1,False,False
468,313,4,1,False,False
469,369,5,1,False,False
470,509,6,1,False,False
471,294,7,1,False,False
472,19,8,1,False,False
473,355,9,3,True,False
474,293,10,1,False,True
475,60,11,1,False,False
476,409,12,0,False,False
477,267,13,0,False,False
478,362,14,0,False,False
479,31,15,0,False,False
480,49,1,1,False,False
481,369,2,1,False,False
482,131,3,1,False,False
483,313,4,1,False,False
484,134,5,1,False,False
485,353,6,1,False,False
486,19,7,1,False,False
487,373,8,1,False,False
488,355,9,3,True,False
489,117,10,1,False,False
490,293,11,1,False,True
491,409,12,0,False,False
492,362,13,0,False,False
493,584,14,0,False,False
494,506,15,0,False,False
495,409,1,1,False,False
496,5,2,1,False,False
497,342,3,1,False,False
498,150,4,1,False,False
499,509,5,1,False,False
500,19,6,1,False,False
501,353,7,1,False,False
502,294,8,1,False,True
503,293,9,1,False,False
504,355,10,3,True,False
505,85,11,1,False,False
506,524,12,0,False,False
507,362,13,0,False,False
508,83,14,0,False,False
509,506,15,0,False,False
510,49,1,1,False,False
511,369,2,1,False,False
512,313,3,1,False,False
513,5,4,1,False,False
514,131,5,1,False,False
515,412,6,1,False,False
516,353,7,1,False,True
517,509,8,1,False,False
518,19,9,1,False,False
519,60,10,1,False,False
520,355,11,3,True,False
521,524,12,0,False,False
522,279,13,0,False,False
523,362,14,0,False,False
524,506,15,0,False,False
525,275,1,1,False,False
526,342,2,1,False,False
527,430,3,1,False,False
528,321,4,1,False,False
529,19,5,1,False,False
530,353,6,1,False,False
531,303,7,1,False,False
532,412,8,1,False,False
533,293,9,1,False,True
534,117,10,1,False,False
535,355,11,3,True,False
536,524,12,0,False,False
537,382,13,0,False,False
538,131,14,0,False,False
539,506,15,0,False,False
540,301,1,1,False,False
541,20,2,1,False,False
542,5,3,1,False,False
543,377,4,1,False,False
544,19,5,1,False,False
545,134,6,1,False,False
546,349,7,1,False,False
547,353,8,1,False,False
548,60,9,1,False,True
549,293,10,1,False,False
550,355,11,3,True,False
551,687,12,0,False,False
552,382,13,0,False,False
553,178,14,0,False,False
554,419,15,0,False,False
555,352,1,1,False,False
556,405,2,1,False,False
557,313,3,1,False,False
558,5,4,1,False,False
559,353,5,1,False,False
560,303,6,1,False,True
561,19,7,1,False,False
562,382,8,1,False,False
563,362,9,1,False,False
564,60,10,1,False,False
565,355,11,3,True,False
566,409,12,0,False,False
567,519,13,0,False,False
568,203,14,0,False,False
569,590,15,0,False,False
570,614,1,1,False,False
571,313,2,1,False,False
572,5,3,1,False,False
573,369,4,1,False,False
574,294,5,1,False,False
575,19,6,1,False,False
576,353,7,1,False,True
577,382,8,1,False,False
578,60,9,1,False,False
579,85,10,1,False,False
580,355,11,3,True,False
581,524,12,0,False,False
582,20,13,0,False,False
583,362,14,0,False,False
584,178,15,0,False,False
585,352,1,1,False,True
586,321,2,1,False,False
587,5,3,1,False,False
588,313,4,1,False,False
589,353,5,1,False,False
590,19,6,1,False,False
591,509,7,1,False,False
592,14,8,1,False,False
593,355,9,3,True,False
594,60,10,1,False,False
595,85,11,1,False,False
596,409,12,0,False,False
597,43,13,0,False,False
598,203,14,0,False,False
599,48,15,0,False,False
600,352,1,1,False,False
601,5,2,1,False,False
602,313,3,1,False,False
603,20,4,1,False,False
