,element,position,multiplier,is_captain,is_vice_captain
0,113,1,1,False,False
1,203,2,1,False,False
2,5,3,1,False,False
3,290,4,1,False,False
4,19,5,1,False,False
5,362,6,1,False,False
6,353,7,1,False,False
7,509,8,1,False,False
8,355,9,2,True,False
9,293,10,1,False,True
10,60,11,1,False,False
11,28,12,0,False,False
12,32,13,0,False,False
13,369,14,0,False,False
14,412,15,0,False,False
15,275,1,1,False,False
16,430,2,1,False,False
17,519,3,1,False,False
18,5,4,1,False,False
19,36,5,1,False,False
20,362,6,1,False,False
21,353,7,1,False,True
22,19,8,1,False,False
23,60,9,1,False,False
24,85,10,1,False,False
25,355,11,2,True,False
26,145,12,0,False,False
27,557,13,0,False,False
28,245,14,0,False,False
29,412,15,0,False,False
30,409,1,1,False,False
31,506,2,1,False,False
32,32,3,1,False,False
33,5,4,1,False,False
34,362,5,1,False,True
35,294,6,1,False,False
36,19,7,1,False,False
37,353,8,1,False,False
38,60,9,1,False,False
39,85,10,1,False,False
40,355,11,2,True,False
41,524,12,0,False,False
42,298,13,0,False,False
43,197,14,0,False,False
44,403,15,0,False,False
45,113,1,1,False,False
46,321,2,1,False,False
47,290,3,1,False,False
48,5,4,1,False,False
49,509,5,1,False,False
50,19,6,1,False,False
51,362,7,1,False,False
52,353,8,1,False,False
53,293,9,1,False,True
54,355,10,2,True,False
55,60,11,1,False,False
56,524,12,0,False,False
57,43,13,0,False,False
58,405,14,0,False,False
59,369,15,0,False,False
60,113,1,1,False,False
61,131,2,1,False,False
62,5,3,1,False,False
63,290,4,1,False,False
64,294,5,1,False,False
65,509,6,1,False,False
66,353,7,1,False,False
67,19,8,1,False,False
68,362,9,1,False,True
69,293,10,1,False,False
70,355,11,2,True,False
71,28,12,0,False,False
72,85,13,0,False,False
73,369,14,0,False,False
74,150,15,0,False,False
75,352,1,1,False,False
76,506,2,1,False,False
77,290,3,1,False,False
78,5,4,1,False,False
79,362,5,1,False,False
80,353,6,1,False,False
81,509,7,1,False,False
82,19,8,1,False,False
83,590,9,1,False,False
84,355,10,2,True,False
85,293,11,1,False,True
86,28,12,0,False,False
87,226,13,0,False,False
88,31,14,0,False,False
89,48,15,0,False,False
90,409,1,1,False,False
91,20,2,1,False,False
92,506,3,1,False,False
93,290,4,1,False,False
94,19,5,1,False,False
95,509,6,1,False,False
96,362,7,1,False,False
97,294,8,2,True,False
98,134,9,1,False,False
99,355,10,1,False,True
100,60,11,1,False,False
101,263,12,0,False,False
102,85,13,0,False,False
103,32,14,0,False,False
104,203,15,0,False,False
105,409,1,1,False,False
106,290,2,1,False,False
107,506,3,1,False,False
108,5,4,1,False,False
109,353,5,1,False,False
110,19,6,1,False,False
111,303,7,1,False,False
112,509,8,1,False,False
113,85,9,1,False,False
114,293,10,1,False,True
115,355,11,2,True,False
116,263,12,0,False,False
117,43,13,0,False,False
118,407,14,0,False,False
119,48,15,0,False,False
120,113,1,1,False,False
121,407,2,1,False,False
122,5,3,1,False,False
123,290,4,1,False,False
124,19,5,1,False,False
125,294,6,1,False,False
126,353,7,1,False,False
127,362,8,1,False,False
128,60,9,1,False,False
129,355,10,2,True,False
130,293,11,1,False,True
131,275,12,0,False,False
132,382,13,0,False,False
133,369,14,0,False,False
134,48,15,0,False,False
135,113,1,1,False,False
136,5,2,1,False,False
137,313,3,1,False,False
138,290,4,1,False,False
139,362,5,1,False,False
140,509,6,1,False,False
141,19,7,1,False,False
142,353,8,1,False,False
143,293,9,2,True,False
144,355,10,1,False,True
145,60,11,1,False,False
146,275,12,0,False,False
147,43,13,0,False,False
148,369,14,0,False,False
149,584,15,0,False,False
150,409,1,1,False,False
151,506,2,1,False,False
152,407,3,1,False,False
153,5,4,1,False,False
154,19,5,1,False,False
155,353,6,1,False,False
156,362,7,1,False,False
157,349,8,1,False,True
158,355,9,2,True,False
159,60,10,1,False,False
160,85,11,1,False,False
161,301,12,0,False,False
162,131,13,0,False,False
163,382,14,0,False,False
164,150,15,0,False,False
165,49,1,1,False,False
166,430,2,1,False,False
167,20,3,1,False,False
168,506,4,1,False,False
169,509,5,1,False,False
170,353,6,1,False,False
171,362,7,1,False,False
172,349,8,1,False,True
173,85,9,1,False,False
174,355,10,2,True,False
175,60,11,1,False,False
176,101,12,0,False,False
177,134,13,0,False,False
178,407,14,0,False,False
179,131,15,0,False,False
180,409,1,1,False,False
181,506,2,1,False,False
182,217,3,1,False,False
183,430,4,1,False,False
184,294,5,1,False,True
185,19,6,1,False,False
186,353,7,1,False,False
187,362,8,1,False,False
188,293,9,1,False,False
189,60,10,1,False,False
190,355,11,2,True,False
191,524,12,0,False,False
192,599,13,0,False,False
193,41,14,0,False,False
194,369,15,0,False,False
195,409,1,1,False,False
196,290,2,1,False,False
197,5,3,1,False,False
198,506,4,1,False,False
199,362,5,1,False,False
200,294,6,1,False,True
201,353,7,1,False,False
202,19,8,1,False,False
203,60,9,1,False,False
204,85,10,1,False,False
205,355,11,2,True,False
206,524,12,0,False,False
207,602,13,0,False,False
208,412,14,0,False,False
209,48,15,0,False,False
210,409,1,1,False,False
211,506,2,1,False,False
212,83,3,1,False,False
213,290,4,1,False,False
214,509,5,1,False,False
215,294,6,1,False,True
216,353,7,1,False,False
217,19,8,1,False,False
218,362,9,1,False,False
219,293,10,1,False,False
220,355,11,2,True,False
221,524,12,0,False,False
222,85,13,0,False,False
223,616,14,0,False,False
224,150,15,0,False,False
225,275,1,1,False,False
226,342,2,1,False,False
227,430,3,1,False,False
228,506,4,1,False,False
229,362,5,1,False,False
230,19,6,1,False,False
231,353,7,1,False,False
232,303,8,1,False,True
233,117,9,1,False,False
234,355,10,2,True,False
235,60,11,1,False,False
236,524,12,0,False,False
237,321,13,0,False,False
238,412,14,0,False,False
239,131,15,0,False,False
240,524,1,1,False,False
241,430,2,1,False,False
242,203,3,1,False,False
243,313,4,1,False,False
244,353,5,1,False,False
245,382,6,1,False,False
246,509,7,1,False,False
247,19,8,1,False,False
248,294,9,2,True,False
249,355,10,1,False,False
250,60,11,1,False,True
251,148,12,0,False,False
252,135,13,0,False,False
253,5,14,0,False,False
254,131,15,0,False,False
255,275,1,1,False,False
256,506,2,1,False,False
257,283,3,1,False,False
258,20,4,1,False,False
259,369,5,1,False,False
260,509,6,1,False,False
261,43,7,1,False,False
262,19,8,1,False,False
263,353,9,1,False,True
264,60,10,1,False,False
265,355,11,2,True,False
266,524,12,0,False,False
267,131,13,0,False,False
268,33,14,0,False,False
269,308,15,0,False,False
270,524,1,1,False,False
271,36,2,1,False,False
272,369,3,1,False,False
273,407,4,1,False,False
274,509,5,1,False,True
275,362,6,1,False,False
276,19,7,1,False,False
277,349,8,1,False,False
278,60,9,1,False,False
279,85,10,1,False,False
280,355,11,2,True,False
281,291,12,0,False,False
282,412,13,0,False,False
283,5,14,0,False,False
284,131,15,0,False,False
285,275,1,1,False,False
286,519,2,1,False,False
287,430,3,1,False,False
288,321,4,1,False,False
289,362,5,1,False,False
290,349,6,1,False,True
291,509,7,1,False,False
292,19,8,1,False,False
293,355,9,2,True,False
294,85,10,1,False,False
295,60,11,1,False,False
296,524,12,0,False,False
297,412,13,0,False,False
298,31,14,0,False,False
299,131,15,0,False,False
300,49,1,1,False,False
301,5,2,1,False,False
302,290,3,1,False,False
303,350,4,1,False,False
304,294,5,1,False,False
305,362,6,1,False,False
306,509,7,1,False,True
307,19,8,1,False,False
308,355,9,2,True,False
309,85,10,1,False,False
310,60,11,1,False,False
311,524,12,0,False,False
312,382,13,0,False,False
313,427,14,0,False,False
314,31,15,0,False,False
315,275,1,1,False,False
316,506,2,1,False,False
317,430,3,1,False,False
318,321,4,1,False,False
319,509,5,1,False,True
320,353,6,1,False,False
321,19,7,1,False,False
322,294,8,1,False,False
323,362,9,1,False,False
324,60,10,1,False,False
325,355,11,2,True,False
326,524,12,0,False,False
327,85,13,0,False,False
328,5,14,0,False,False
329,131,15,0,False,False
330,275,1,1,False,False
331,506,2,1,False,False
332,313,3,1,False,False
333,321,4,1,False,False
334,362,5,1,False,False
335,353,6,1,False,False
336,134,7,1,False,False
337,19,8,1,False,False
338,293,9,1,False,True
339,355,10,2,True,False
340,60,11,1,False,False
341,524,12,0,False,False
342,5,13,0,False,False
343,43,14,0,False,False
344,369,15,0,False,False
345,524,1,1,False,False
346,506,2,1,False,False
347,5,3,1,False,False
348,20,4,1,False,False
349,36,5,1,False,False
350,353,6,1,False,False
351,509,7,1,False,False
352,362,8,1,False,False
353,60,9,1,False,False
354,85,10,1,False,True
355,355,11,2,True,False
356,301,12,0,False,False
357,387,13,0,False,False
358,382,14,0,False,False
359,308,15,0,False,False
360,77,1,1,False,False
361,321,2,1,False,False
362,506,3,1,False,False
363,131,4,1,False,False
364,353,5,1,False,False
365,509,6,1,False,False
366,362,7,1,False,True
367,19,8,1,False,False
368,60,9,1,False,False
369,314,10,1,False,False
370,355,11,2,True,False
371,524,12,0,False,False
372,382,13,0,False,False
373,616,14,0,False,False
374,5,15,0,False,False
375,275,1,1,False,False
376,5,2,1,False,False
377,290,3,1,False,False
378,506,4,1,False,False
379,19,5,1,False,False
380,362,6,1,False,False
381,353,7,1,False,False
382,509,8,1,False,False
383,343,9,1,False,False
384,293,10,1,False,True
385,355,11,2,True,False
386,301,12,0,False,False
387,31,13,0,False,False
388,226,14,0,False,False
389,48,15,0,False,False
390,687,1,1,False,False
391,20,2,1,False,False
392,5,3,1,False,False
393,506,4,1,False,False
394,19,5,1,False,False
395,134,6,1,False,False
396,362,7,1,False,False
397,353,8,1,False,False
398,60,9,1,False,True
399,293,10,1,False,False
400,355,11,2,True,False
401,301,12,0,False,False
402,382,13,0,False,False
403,178,14,0,False,False
404,419,15,0,False,False
405,524,1,1,False,False
406,506,2,1,False,False
407,5,3,1,False,False
408,131,4,1,False,False
409,349,5,1,False,False
410,353,6,1,False,False
411,362,7,1,False,False
412,19,8,1,False,False
413,294,9,2,True,False
414,60,10,1,False,False
415,355,11,1,False,True
416,28,12,0,False,False
417,316,13,0,False,False
418,48,14,0,False,False
419,135,15,0,False,False
420,352,1,1,False,False
421,506,2,1,False,False
422,5,3,1,False,False
423,290,4,1,False,False
424,353,5,1,False,False
425,362,6,1,False,False
426,509,7,1,False,False
427,19,8,1,False,False
428,60,9,1,False,False
429,293,10,1,False,True
430,355,11,2,True,False
431,524,12,0,False,False
432,382,13,0,False,False
433,31,14,0,False,False
434,178,15,0,False,False
435,409,1,1,False,False
436,290,2,1,False,False
437,405,3,1,False,False
438,5,4,1,False,False
439,19,5,1,False,False
440,353,6,1,False,False
441,362,7,1,False,False
442,294,8,1,False,True
443,349,9,1,False,False
444,60,10,1,False,False
445,355,11,2,True,False
446,524,12,0,False,False
447,33,13,0,False,False
448,245,14,0,False,False
449,473,15,0,False,False
450,409,1,1,False,False
451,506,2,1,False,False
452,5,3,1,False,False
453,430,4,1,False,False
454,362,5,1,False,False
455,294,6,1,False,True
456,349,7,1,False,False
457,19,8,1,False,False
458,60,9,1,False,False
459,293,10,1,False,False
460,355,11,2,True,False
461,116,12,0,False,False
462,203,13,0,False,False
463,131,14,0,False,False
464,219,15,0,False,False
465,113,1,1,False,False
466,290,2,1,False,False
467,203,3,1,False,False
468,5,4,1,False,False
469,19,5,1,False,False
470,362,6,1,False,False
471,353,7,1,False,False
472,294,8,1,False,True
473,509,9,1,False,False
474,117,10,1,False,False
475,355,11,2,True,False
476,148,12,0,False,False
477,85,13,0,False,False
478,616,14,0,False,False
479,245,15,0,False,False
480,77,1,1,False,False
481,321,2,1,False,False
482,5,3,1,False,False
483,430,4,1,False,False
484,353,5,1,False,False
485,362,6,1,False,False
486,349,7,1,False,False
487,19,8,1,False,False
488,509,9,1,False,True
489,60,10,1,False,False
490,355,11,2,True,False
491,524,12,0,False,False
492,131,13,0,False,False
493,33,14,0,False,False
494,178,15,0,False,False
495,614,1,1,False,False
496,506,2,1,False,False
497,321,3,1,False,False
498,430,4,1,False,False
499,353,5,1,False,True
500,509,6,1,False,False
501,362,7,1,False,False
502,19,8,1,False,False
503,117,9,1,False,False
504,60,10,1,False,False
505,355,11,2,True,False
506,524,12,0,False,False
507,134,13,0,False,False
508,20,14,0,False,False
509,131,15,0,False,False
510,113,1,1,False,False
511,290,2,1,False,False
512,5,3,1,False,False
513,369,4,1,False,False
514,362,5,1,False,False
515,19,6,1,False,False
516,353,7,1,False,True
517,509,8,1,False,False
518,293,9,1,False,False
519,85,10,1,False,False
520,355,11,2,True,False
521,28,12,0,False,False
522,506,13,0,False,False
523,203,14,0,False,False
524,226,15,0,False,False
525,687,1,1,False,False
526,290,2,1,False,False
527,350,3,1,False,False
528,5,4,1,False,False
529,353,5,1,False,False
530,362,6,1,False,False
531,19,7,1,False,False
532,509,8,1,False,False
533,293,9,2,True,False
534,60,10,1,False,False
535,355,11,1,False,True
536,596,12,0,False,False
537,43,13,0,False,False
538,519,14,0,False,False
539,160,15,0,False,False
540,409,1,1,False,False
541,5,2,1,False,False
542,20,3,1,False,False
543,290,4,1,False,False
544,362,5,1,False,False
545,294,6,1,False,False
546,509,7,1,False,False
547,349,8,1,False,False
548,355,9,2,True,False
549,293,10,1,False,True
550,85,11,1,False,False
551,524,12,0,False,False
552,265,13,0,False,False
553,369,14,0,False,False
554,412,15,0,False,False
555,113,1,1,False,False
556,369,2,1,False,False
557,350,3,1,False,False
558,290,4,1,False,True
559,362,5,1,False,False
560,509,6,1,False,False
561,19,7,1,False,False
562,304,8,1,False,False
563,355,9,2,True,False
564,60,10,1,False,False
565,85,11,1,False,False
566,524,12,0,False,False
567,373,13,0,False,False
568,5,14,0,False,False
569,407,15,0,False,False
570,409,1,1,False,False
571,506,2,1,False,False
572,290,3,1,False,False
573,5,4,1,False,False
574,294,5,1,False,False
575,362,6,1,False,False
576,19,7,1,False,False
577,353,8,1,False,False
578,60,9,1,False,False
579,355,10,1,False,True
580,293,11,2,True,False
581,524,12,0,False,False
582,43,13,0,False,False
583,245,14,0,False,False
584,419,15,0,False,False
585,409,1,1,False,False
586,506,2,1,False,False
587,131,3,1,False,False
588,313,4,1,False,False
589,373,5,1,False,False
590,353,6,1,False,False
591,362,7,1,False,False
592,19,8,1,False,False
593,134,9,1,False,False
594,293,10,2,True,False
595,355,11,1,False,True
596,49,12,0,False,False
597,8,13,0,False,False
598,584,14,0,False,False
599,369,15,0,False,False
600,49,1,1,False,False
601,506,2,1,False,False
602,5,3,1,False,False
603,430,4,1,False,False
604,509,5,1,False,False
605,362,6,1,False,False
606,19,7,1,False,False
607,353,8,1,False,False
608,294,9,1,False,True
609,355,10,2,True,False
610,60,11,1,False,False
611,28,12,0,False,False
612,343,13,0,False,False
613,197,14,0,False,False
614,245,15,0,False,False
615,352,1,1,False,False
616,20,2,1,False,False
617,321,3,1,False,False
618,430,4,1,False,False
619,19,5,1,False,False
620,294,6,1,False,True
621,509,7,1,False,False
622,362,8,1,False,False
623,355,9,2,True,False
624,343,10,1,False,False
625,60,11,1,False,False
626,409,12,0,False,False
627,664,13,0,False,False
628,551,14,0,False,False
629,245,15,0,False,False
630,113,1,1,False,False
631,369,2,1,False,False
632,5,3,1,False,False
633,506,4,1,False,False
634,353,5,2,True,False
635,362,6,1,False,True
636,19,7,1,False,False
637,509,8,1,False,False
638,343,9,1,False,False
639,85,10,1,False,False
640,60,11,1,False,False
641,409,12,0,False,False
642,412,13,0,False,False
643,48,14,0,False,False
644,131,15,0,False,False
645,409,1,1,False,False
646,290,2,1,False,False
647,506,3,1,False,False
648,5,4,1,False,False
649,362,5,1,False,False
650,509,6,1,False,False
651,353,7,1,False,False
652,294,8,1,False,True
653,19,9,1,False,False
654,293,10,1,False,False
655,355,11,2,True,False
656,524,12,0,False,False
657,60,13,0,False,False
658,131,14,0,False,False
659,178,15,0,False,False
660,520,1,1,False,False
661,131,2,1,False,False
662,245,3,1,False,False
663,430,4,1,False,False
664,303,5,1,False,False
665,353,6,1,False,False
666,19,7,1,False,False
667,294,8,1,False,True
668,355,9,2,True,False
669,343,10,1,False,False
670,60,11,1,False,False
671,113,12,0,False,False
672,567,13,0,False,False
673,27,14,0,False,False
674,298,15,0,False,False
675,409,1,1,False,False
676,430,2,1,False,False
677,5,3,1,False,False
678,506,4,1,False,False
679,509,5,1,False,False
680,19,6,1,False,False
681,353,7,1,False,False
682,516,8,1,False,False
683,293,9,1,False,True
684,355,10,2,True,False
685,60,11,1,False,False
686,116,12,0,False,False
687,362,13,0,False,False
688,369,14,0,False,False
689,178,15,0,False,False
690,409,1,1,False,False
691,519,2,1,False,False
692,5,3,1,False,False
693,290,4,1,False,True
694,362,5,1,False,False
695,349,6,1,False,False
696,19,7,1,False,False
697,353,8,1,False,False
698,293,9,1,False,False
699,85,10,1,False,False
